LoanID,AccountID,LoanStatusID,PrincipalAmount,InterestRate,StartDate,EstimatedEndDate
400068,201590,1,73391.3,0.0894,2021-11-18 00:00:00.000000,2025-06-03 00:00:00.000000
400242,200812,1,42825.5,0.0985,2021-05-01 00:00:00.000000,2024-01-19 00:00:00.000000
400223,200103,1,77709.06,0.0593,2021-11-17 00:00:00.000000,2026-01-27 00:00:00.000000
400205,200542,1,71988.1,0.1013,2022-11-04 00:00:00.000000,2024-11-28 00:00:00.000000
400002,201563,1,22288.38,0.0969,2021-05-19 00:00:00.000000,2024-05-07 00:00:00.000000
400245,201588,1,41816.69,0.0962,2023-03-08 00:00:00.000000,2024-04-04 00:00:00.000000
400260,201122,3,71503.39,0.0344,2021-02-05 00:00:00.000000,2025-08-04 00:00:00.000000
400155,200078,2,27406.57,0.0415,2022-07-24 00:00:00.000000,
400218,200520,1,92330.0,0.0324,2022-05-23 00:00:00.000000,2026-04-12 00:00:00.000000
400257,200844,1,9326.3,0.1361,2022-03-19 00:00:00.000000,2027-01-22 00:00:00.000000
400093,200873,2,68021.7,0.0645,2022-10-19 00:00:00.000000,2026-08-19 00:00:00.000000
400097,200715,1,61648.82,0.1036,2021-01-01 00:00:00.000000,2024-02-14 00:00:00.000000
400253,201058,2,42585.56,0.0935,2022-01-05 00:00:00.000000,2025-08-11 00:00:00.000000
400011,200467,1,51864.56,0.0402,2021-08-19 00:00:00.000000,2024-01-09 00:00:00.000000
400327,201389,1,80777.24,0.1165,2021-04-18 00:00:00.000000,2025-05-07 00:00:00.000000
400092,201438,1,49120.46,0.043,2021-02-16 00:00:00.000000,2023-11-18 00:00:00.000000
400098,200673,1,56226.29,0.1231,2021-04-05 00:00:00.000000,2026-01-14 00:00:00.000000
400231,200146,2,20910.17,0.1064,2021-07-06 00:00:00.000000,2025-08-23 00:00:00.000000
400171,201508,2,64868.95,0.0636,2021-09-10 00:00:00.000000,2022-11-29 00:00:00.000000
400178,200941,1,6326.34,0.0846,2023-02-15 00:00:00.000000,2025-09-02 00:00:00.000000
400031,200328,1,9103.78,0.0303,2023-02-18 00:00:00.000000,2026-05-07 00:00:00.000000
400077,201558,1,96528.66,0.0554,2021-10-31 00:00:00.000000,2023-01-20 00:00:00.000000
400046,200106,1,28448.65,0.0301,2023-01-24 00:00:00.000000,2025-08-22 00:00:00.000000
400165,201475,2,99467.25,0.1438,2022-07-27 00:00:00.000000,2025-09-27 00:00:00.000000
400219,200056,1,28744.19,0.0917,2022-06-16 00:00:00.000000,2026-06-11 00:00:00.000000
400022,201428,1,56615.03,0.1308,2022-04-25 00:00:00.000000,2026-11-26 00:00:00.000000
400221,200533,1,13646.58,0.13,2021-08-12 00:00:00.000000,2025-11-09 00:00:00.000000
400170,200603,3,52709.05,0.1062,2023-03-07 00:00:00.000000,2027-06-24 00:00:00.000000
400168,200047,1,80385.21,0.0313,2022-10-11 00:00:00.000000,2024-05-23 00:00:00.000000
400235,201405,1,4459.35,0.1336,2021-11-12 00:00:00.000000,2024-07-18 00:00:00.000000
400248,200593,1,21707.86,0.1191,2022-07-16 00:00:00.000000,2026-11-06 00:00:00.000000
400275,200161,2,98089.6,0.0583,2021-12-18 00:00:00.000000,2026-09-01 00:00:00.000000
400082,201086,1,69342.99,0.0397,2022-11-19 00:00:00.000000,2025-10-04 00:00:00.000000
400204,200370,1,93088.44,0.0549,2022-11-30 00:00:00.000000,2027-09-06 00:00:00.000000
400241,201620,2,67258.53,0.0768,2021-09-23 00:00:00.000000,2025-10-02 00:00:00.000000
400038,201514,1,1374.12,0.0505,2022-04-22 00:00:00.000000,2024-04-19 00:00:00.000000
400021,201011,1,10151.83,0.035,2022-10-09 00:00:00.000000,2025-07-02 00:00:00.000000
400147,200075,1,28474.62,0.0728,2021-05-02 00:00:00.000000,2022-12-22 00:00:00.000000
400144,200711,1,27771.85,0.1006,2022-01-18 00:00:00.000000,2026-12-16 00:00:00.000000
400047,200935,2,84300.98,0.1213,2022-08-02 00:00:00.000000,2026-05-22 00:00:00.000000
400190,201502,1,53870.68,0.087,2022-01-31 00:00:00.000000,2023-09-08 00:00:00.000000
400240,200916,3,28287.79,0.0527,2021-06-05 00:00:00.000000,2023-09-06 00:00:00.000000
400162,201541,2,23512.27,0.15,2022-11-12 00:00:00.000000,2026-11-11 00:00:00.000000
400228,200682,3,54691.61,0.0866,2021-11-07 00:00:00.000000,2026-03-14 00:00:00.000000
400037,200498,1,84938.36,0.1452,,2025-03-06 00:00:00.000000
400086,201641,1,83105.71,0.0627,2022-12-02 00:00:00.000000,2027-11-08 00:00:00.000000
400258,200278,1,34916.57,0.0796,2022-10-17 00:00:00.000000,2023-11-17 00:00:00.000000
400008,200379,1,47534.75,0.1395,2021-05-20 00:00:00.000000,2025-09-10 00:00:00.000000
400091,201053,1,47644.19,0.0822,2022-12-03 00:00:00.000000,2026-07-17 00:00:00.000000
400288,201275,2,34024.66,0.0476,2022-07-30 00:00:00.000000,2025-03-23 00:00:00.000000
400056,200691,1,65871.54,0.1185,2021-05-22 00:00:00.000000,2023-01-22 00:00:00.000000
400212,200447,1,89845.11,0.1394,2022-01-31 00:00:00.000000,2024-02-12 00:00:00.000000
