TransactionID,AccountOriginID,AccountDestinationID,TransactionTypeID,Amount,TransactionDate,BranchID,Description
3018283,201124,200943,2,1379.39,2023-11-28 12:00:00.000000,50,Transaction 18283
3046608,200168,200242,1,1875.93,,20,Transaction 46608
3016075,200977,200116,4,4184.56,2021-09-22 18:00:00.000000,13,Transaction 16075
3010426,200933,200418,2,1089.88,2021-08-26 00:00:00.000000,11,Transaction 10426
3017342,201015,201484,3,2365.68,2022-07-01 02:00:00.000000,27,Transaction 17342
3045747,200369,201321,2,2501.64,2022-11-10 19:00:00.000000,43,Transaction 45747
3039410,200597,201610,4,3702.03,2023-02-08 03:00:00.000000,33,Transaction 39410
3008141,200752,200036,3,4222.85,2022-11-24 22:00:00.000000,43,Transaction 8141
3040820,201617,200036,2,1428.09,2020-07-21 04:00:00.000000,41,Transaction 40820
3000452,201022,200288,3,106.44,2022-11-03 23:00:00.000000,30,Transaction 452
3029417,200406,200069,3,1673.85,2022-03-11 19:00:00.000000,48,Transaction 29417
3046229,200446,200968,2,3382.42,2021-02-04 23:00:00.000000,36,Transaction 46229
3021648,200528,201326,1,2524.62,2022-12-27 01:00:00.000000,4,Transaction 21648
3024981,200762,201327,2,3125.33,2022-02-14 12:00:00.000000,48,Transaction 24981
3046994,200659,200878,4,1048.34,2020-12-08 03:00:00.000000,7,Transaction 46994
3014657,200854,201181,1,2852.09,2022-08-15 15:00:00.000000,20,Transaction 14657
3011969,200440,200278,4,4391.65,2021-03-12 22:00:00.000000,2,Transaction 11969
3039314,201452,200425,1,3165.45,2023-03-29 00:00:00.000000,37,Transaction 39314
3016275,201096,200528,3,1062.78,2021-03-13 20:00:00.000000,31,Transaction 16275
3006142,201139,201641,2,921.23,2021-01-02 21:00:00.000000,42,Transaction 6142
3021016,200525,200861,2,3330.33,2022-07-28 19:00:00.000000,34,Transaction 21016
3021788,201048,201634,1,3139.86,2021-06-09 01:00:00.000000,48,Transaction 21788
3006136,201566,200174,2,1348.32,2020-09-10 22:00:00.000000,34,Transaction 6136
3029801,200208,201521,1,1020.3,2022-09-02 00:00:00.000000,16,Transaction 29801
3009130,201467,200241,3,4013.16,2023-10-20 05:00:00.000000,18,Transaction 9130
3018348,200430,200421,3,842.25,2022-05-24 21:00:00.000000,8,Transaction 18348
3024623,200959,200497,3,3256.61,2021-02-19 07:00:00.000000,21,Transaction 24623
3025237,201589,200944,1,3674.24,2020-10-07 00:00:00.000000,6,Transaction 25237
3029636,200544,201096,1,1459.32,2021-02-13 12:00:00.000000,19,Transaction 29636
3006923,200935,201598,3,2754.52,2020-09-29 01:00:00.000000,28,Transaction 6923
3022635,200643,200077,1,2857.37,2022-07-13 06:00:00.000000,41,Transaction 22635
3038358,200247,201509,2,3881.78,2020-03-07 03:00:00.000000,22,Transaction 38358
3031029,200322,200147,3,4368.9,2021-06-17 05:00:00.000000,33,Transaction 31029
3009440,201536,201455,1,325.66,2020-07-21 11:00:00.000000,35,Transaction 9440
3043716,201604,201566,1,1520.78,2020-02-08 14:00:00.000000,13,Transaction 43716
3033845,200154,200179,1,1567.07,2021-11-25 07:00:00.000000,41,Transaction 33845
3003425,201591,201301,4,1476.8,2022-08-22 19:00:00.000000,33,Transaction 3425
3020533,201069,200172,2,360.45,2021-08-26 03:00:00.000000,13,Transaction 20533
3001172,200773,201277,3,138.76,2023-05-06 00:00:00.000000,49,Transaction 1172
3046700,200781,200544,1,1911.4,2026-03-23 15:01:43.084879,17,Transaction 46700
3044777,201462,200311,2,248.34,2020-04-05 22:00:00.000000,40,Transaction 44777
3014969,201132,201386,1,3599.34,2021-04-29 07:00:00.000000,34,Transaction 14969
3038607,200702,200762,4,82.36,2020-10-20 10:00:00.000000,36,Transaction 38607
3013528,201375,200902,3,3103.9,2022-07-09 23:00:00.000000,4,Transaction 13528
3004618,200641,200979,3,2445.51,2023-08-20 17:00:00.000000,14,Transaction 4618
3003539,200097,200089,1,4320.54,2020-03-12 21:00:00.000000,7,Transaction 3539
3020485,201012,201377,3,3669.68,2023-12-11 23:00:00.000000,20,Transaction 20485
3020291,200151,201572,3,4827.12,2021-03-12 23:00:00.000000,20,Transaction 20291
3023237,200127,200331,2,388.85,2022-06-17 13:00:00.000000,21,Transaction 23237
3027010,200336,201082,4,2940.73,2023-08-20 21:00:00.000000,5,Transaction 27010
3026095,200289,201002,4,2543.87,2021-10-06 22:00:00.000000,22,Transaction 26095
3001789,201344,200072,3,3096.29,2020-04-28 02:00:00.000000,34,Transaction 1789
3000506,200746,201567,2,4986.16,2024-01-09 16:00:00.000000,2,Transaction 506
3039070,200837,200883,2,943.61,2021-11-22 08:00:00.000000,44,Transaction 39070
3034158,200460,200696,3,2784.52,2020-02-14 15:00:00.000000,39,Transaction 34158
3018969,200662,201437,1,2267.85,2023-02-20 12:00:00.000000,32,Transaction 18969
3030082,200466,201023,3,1469.4,2022-11-22 18:00:00.000000,8,Transaction 30082
3026977,201355,201265,4,3898.78,2022-01-15 15:00:00.000000,4,Transaction 26977
3012046,201602,201383,2,4700.83,2021-11-01 08:00:00.000000,39,Transaction 12046
3040961,200400,200444,3,687.74,2022-03-10 07:00:00.000000,23,Transaction 40961
3022818,200361,201483,2,543.92,2023-03-29 04:00:00.000000,39,Transaction 22818
3016350,200994,200149,4,3391.39,2021-04-29 02:00:00.000000,15,Transaction 16350
3000979,201046,200193,1,1777.28,2021-02-23 23:00:00.000000,34,Transaction 979
3011854,201513,200674,3,3602.9,2020-07-17 03:00:00.000000,16,Transaction 11854
3012803,201097,200732,3,1886.4,2023-12-28 10:00:00.000000,41,Transaction 12803
3041830,200476,200637,4,4916.75,2022-07-05 22:00:00.000000,44,Transaction 41830
3043236,200883,200159,1,3684.02,2026-08-26 15:01:43.084879,11,Transaction 43236
3042521,201300,201138,2,1638.58,2021-03-18 21:00:00.000000,40,Transaction 42521
3035793,200695,200813,2,431.64,2020-02-24 03:00:00.000000,19,Transaction 35793
3048126,201188,200781,2,1222.09,2023-04-01 19:00:00.000000,10,Transaction 48126
3044673,201016,200345,2,1934.25,2022-08-15 12:00:00.000000,47,Transaction 4467
3044845,201146,200688,4,1752.61,2022-01-07 22:00:00.000000,19,Transaction 44845
3027678,201035,200821,2,971.43,2026-06-12 15:01:43.084879,3,Transaction 27678
3001911,200492,200036,3,1873.27,2020-12-24 07:00:00.000000,28,Transaction 1911
3048903,201290,201252,2,2145.4,2023-07-19 16:00:00.000000,13,Transaction 48903
3035691,200282,200451,1,2589.65,2024-01-02 09:00:00.000000,40,Transaction 35691
3033035,200005,200002,4,1217.06,2020-09-02 14:00:00.000000,50,Transaction 33035
3038800,200495,201265,3,588.84,2023-02-26 16:00:00.000000,49,Transaction 38800
3019605,201250,201048,2,2896.68,2022-06-29 18:00:00.000000,41,Transaction 19605
3031142,201439,200439,2,3336.88,2023-08-03 19:00:00.000000,24,Transaction 31142
3043789,200864,200653,2,3947.78,2022-11-08 00:00:00.000000,43,Transaction 43789
3021745,201006,200618,1,214.16,2020-12-29 06:00:00.000000,15,Transaction 21745
3010333,200228,200238,2,3730.84,2022-05-11 01:00:00.000000,36,Transaction 10333
3025843,200625,200820,2,2494.38,,14,Transaction 25843
3016852,201578,201642,4,2222.49,2020-05-29 06:00:00.000000,33,Transaction 16852
3037315,201222,201238,2,225.32,2022-02-08 18:00:00.000000,18,Transaction 37315
3005985,200530,201240,1,4654.59,2021-07-04 15:00:00.000000,40,Transaction 5985
3047387,200487,200705,1,1566.17,2022-06-25 07:00:00.000000,49,Transaction 47387
3026259,200064,201253,1,2188.39,2022-04-21 00:00:00.000000,17,Transaction 26259
3003977,200702,200082,1,3449.62,2021-08-04 03:00:00.000000,31,Transaction 3977
3045211,200838,201204,3,1805.62,2022-07-05 06:00:00.000000,44,Transaction 45211
3023392,201166,200858,2,2927.41,2023-06-05 02:00:00.000000,21,Transaction 23392
3016371,201396,200694,2,1274.68,2021-07-05 09:00:00.000000,47,Transaction 16371
3046481,200575,201599,1,3717.23,2021-06-26 13:00:00.000000,21,Transaction 46481
3042984,201271,200868,1,445.07,2021-08-25 12:00:00.000000,8,Transaction 42984
3003245,200978,200559,2,870.54,2021-10-02 15:00:00.000000,16,Transaction 3245
3000895,200410,201330,3,1635.33,2021-12-18 08:00:00.000000,29,Transaction 895
3037143,200064,200036,1,4452.09,2023-03-17 13:00:00.000000,12,Transaction 37143
3033431,200606,200002,1,1670.12,2023-06-19 22:00:00.000000,16,Transaction 33431
3040964,201431,200113,2,1511.58,2021-09-04 10:00:00.000000,15,Transaction 40964
3004761,200313,201004,1,3298.14,2022-02-11 14:00:00.000000,10,Transaction 4761
3002499,200605,201305,3,4504.81,2021-09-11 15:00:00.000000,9,Transaction 2499
3035395,200684,200320,2,307.77,2022-01-20 06:00:00.000000,24,Transaction 35395
3041117,200563,200135,2,1506.32,2021-05-10 15:00:00.000000,30,Transaction 41117
3027929,200373,201135,3,1527.8,2020-08-17 08:00:00.000000,26,Transaction 27929
3000826,200563,200874,3,4946.84,2020-04-26 11:00:00.000000,31,Transaction 826
3025075,201284,200698,3,3268.62,2023-04-26 06:00:00.000000,48,Transaction 25075
3034971,200832,200436,2,463.12,2021-05-09 12:00:00.000000,21,Transaction 34971
3032904,200062,200371,4,4392.02,2021-06-15 16:00:00.000000,11,Transaction 32904
3016737,201584,200398,2,2514.93,2021-06-18 18:00:00.000000,35,Transaction 16737
3042260,200089,201625,3,4043.13,2023-05-31 06:00:00.000000,17,Transaction 42260
3017584,201542,201479,3,3920.13,2022-08-07 22:00:00.000000,18,Transaction 17584
3020735,200494,200204,2,3430.43,2021-09-07 05:00:00.000000,10,Transaction 20735
3038049,200525,200381,1,1979.4,2021-01-25 03:00:00.000000,3,Transaction 38049
3044008,200506,200700,1,1913.24,2023-01-30 04:00:00.000000,35,Transaction 44008
3040141,201650,200923,1,1556.98,2023-03-13 15:00:00.000000,36,Transaction 40141
3001174,200892,200100,4,2310.46,2023-01-11 02:00:00.000000,48,Transaction 1174
3011322,200237,201601,3,2614.95,2022-07-17 11:00:00.000000,44,Transaction 11322
3024210,200544,201039,1,3778.46,2022-03-28 17:00:00.000000,37,Transaction 24210
3041229,201518,200683,2,2444.25,2025-10-25 15:01:43.084879,4,Transaction 41229
3011635,200382,201134,2,330.72,2022-06-14 06:00:00.000000,18,Transaction 11635
3029437,201268,201265,3,1639.31,2021-01-27 07:00:00.000000,45,Transaction 29437
3014008,200872,200142,2,2136.34,2022-11-02 12:00:00.000000,5,Transaction 14008
3035605,200015,201609,3,4017.47,2021-04-03 02:00:00.000000,17,Transaction 35605
3023310,200212,201357,1,2494.81,2023-01-04 07:00:00.000000,33,Transaction 23310
3013323,200457,200347,2,3071.2,2021-05-31 22:00:00.000000,29,Transaction 13323
3025288,200454,200190,1,654.23,2022-05-31 02:00:00.000000,4,Transaction 25288
3008136,201517,201384,1,2146.02,2023-07-09 22:00:00.000000,18,Transaction 8136
3038037,201126,200623,3,300.22,2021-06-02 09:00:00.000000,2,Transaction 38037
3044373,200062,201511,1,1768.12,2021-07-08 16:00:00.000000,13,Transaction 44373
3010861,200856,201463,3,1371.54,2023-05-19 18:00:00.000000,44,Transaction 10861
3013489,201447,201532,3,3210.47,2023-09-08 07:00:00.000000,9,Transaction 13489
3015432,200059,200726,2,740.52,2022-06-04 02:00:00.000000,2,Transaction 15432
3040142,200742,200508,3,2811.82,2020-11-02 14:00:00.000000,26,Transaction 40142
3017609,201278,200264,2,1906.21,2023-12-20 07:00:00.000000,27,Transaction 17609
3001992,200998,200038,2,2624.05,2020-12-30 20:00:00.000000,44,Transaction 1992
3013039,201510,201373,3,1949.68,2020-11-16 13:00:00.000000,30,Transaction 13039
3034147,200926,200246,1,2850.37,2023-12-15 05:00:00.000000,20,Transaction 34147
3022385,201067,201562,1,2108.55,2022-05-25 15:00:00.000000,48,Transaction 22385
3006951,201274,200354,2,579.32,2021-09-10 11:00:00.000000,26,Transaction 6951
3037998,200587,201181,3,1522.43,2021-03-19 22:00:00.000000,7,Transaction 37998
3016176,201007,200313,2,1138.3,2021-11-15 04:00:00.000000,21,Transaction 16176
3010142,200999,201051,1,1521.79,2021-04-04 06:00:00.000000,43,Transaction 10142
3026456,200522,200455,1,2695.05,2023-01-30 23:00:00.000000,38,Transaction 26456
3015245,200303,200715,2,1946.23,2022-10-28 10:00:00.000000,9,Transaction 15245
3046245,200591,200273,1,1558.68,2021-05-29 08:00:00.000000,14,Transaction 46245
3016573,200937,200984,2,3771.91,2022-12-24 03:00:00.000000,3,Transacion 16573
3005387,200480,200698,3,1867.68,2021-05-08 18:00:00.000000,24,Transaction 5387
3001891,200509,200727,2,979.0,2022-03-08 10:00:00.000000,14,Transaction 1891
3013960,200668,200102,2,2571.38,2022-01-31 11:00:00.000000,44,Transaction 13960
3016141,200680,200390,3,2327.89,2021-01-17 03:00:00.000000,2,Transaction 16141
3014001,200861,200623,3,501.73,2020-07-09 05:00:00.000000,46,Transaction 14001
3010599,201030,200399,3,1400.91,2021-11-01 21:00:00.000000,34,Transaction 10599
3032951,200079,200576,1,459.53,2020-12-31 00:00:00.000000,20,Transaction 32951
3040336,200385,200673,3,3083.44,2021-04-03 13:00:00.000000,30,Transaction 40336
3018058,200491,201514,3,4242.78,2020-10-19 23:00:00.000000,33,Transaction 18058
3008573,201555,200968,3,2618.3,2021-10-09 21:00:00.000000,5,Transaction 8573
3031869,200229,200232,3,3715.47,2021-07-21 18:00:00.000000,40,Transaction 31869
3020523,201554,200250,4,1367.11,2022-07-27 07:00:00.000000,19,Transaction 20523
3003793,201464,201623,2,1540.08,2021-09-22 10:00:00.000000,41,Transaction 3793
3000050,200578,200843,3,291.35,2021-03-12 10:00:00.000000,45,Transaction 50
3023073,201130,200757,2,3221.89,2021-08-16 20:00:00.000000,21,Transaction 23073
3023025,201146,200957,1,1367.31,2020-11-14 23:00:00.000000,50,Transaction 23025
3040474,200871,200186,3,2279.66,2022-10-04 07:00:00.000000,15,Transaction 40474
3025668,200347,200587,2,4939.26,2021-12-22 17:00:00.000000,2,Transaction 25668
3010024,200057,201024,1,2526.03,2022-10-09 11:00:00.000000,48,Transaction 10024
3015881,200896,200962,3,765.76,2020-09-02 07:00:00.000000,42,Transaction 15881
3015527,200555,200996,3,1044.74,2022-08-11 06:00:00.000000,36,Transaction 15527
3043727,200944,201245,3,1041.4,2023-12-22 05:00:00.000000,15,Transaction 43727
3043488,201184,200153,2,3645.36,2022-11-07 07:00:00.000000,19,Transaction 43488
3030636,201488,200286,2,4860.16,2022-04-02 12:00:00.000000,45,Transaction 30636
3015235,200482,201117,1,3116.34,2021-08-24 07:00:00.000000,2,Transaction 15235
3047110,201214,201602,1,1626.19,2020-02-24 18:00:00.000000,8,Transaction 47110
3023671,200367,201426,2,3078.06,2023-03-01 22:00:00.000000,18,Transaction 23671
3043121,200146,201609,1,4501.09,2020-05-09 00:00:00.000000,6,Transaction 43121
3017259,201037,201231,2,2350.55,2023-03-17 18:00:00.000000,45,Transaction 17259
3025508,200563,200015,2,3015.45,2021-11-28 12:00:00.000000,16,Transaction 25508
3034369,200900,201305,4,310.0,2022-12-10 11:00:00.000000,7,Transaction 34369
3019901,200042,200303,3,1694.24,2023-09-11 01:00:00.000000,9,Transaction 19901
3020956,200921,201151,4,4486.61,2022-04-25 07:00:00.000000,47,Transaction 20956
3042484,200394,201416,3,358.35,2023-09-08 09:00:00.000000,14,Transaction 42484
3028959,200502,200335,3,2781.32,2021-06-07 04:00:00.000000,11,Transaction 28959
3001248,200787,200332,1,3129.05,2023-10-24 07:00:00.000000,29,Transaction 1248
3018643,200283,201288,3,3526.36,2022-02-27 22:00:00.000000,40,Transaction 18643
3017794,200359,200990,1,3532.11,2020-11-20 15:00:00.000000,46,Transaction 17794
3035450,200404,200793,1,4461.82,2023-10-11 21:00:00.000000,11,Transaction 35450
3046291,200316,200709,2,3262.54,2020-09-29 05:00:00.000000,25,Transaction 46291
3016070,200119,201615,1,2237.84,2022-08-19 03:00:00.000000,14,Transaction 16070
3029585,200716,200977,2,204.93,2021-01-08 15:00:00.000000,43,Transaction 29585
3019927,200601,200941,3,1699.4,2023-01-26 16:00:00.000000,14,Transaction 19927
3016885,201578,201560,3,1639.13,2022-02-09 18:00:00.000000,17,Transaction 16885
3024761,200739,200769,1,4941.89,2022-09-07 22:00:00.000000,24,Transaction 24761
3030199,201201,200005,1,1118.96,2020-01-11 03:00:00.000000,19,Transaction 30199
3030916,200678,200966,2,2294.55,2021-12-28 08:00:00.000000,47,Transaction 30916
3041432,200862,200171,3,3926.85,2024-01-27 13:00:00.000000,12,Transaction 41432
3016768,200170,201471,2,3152.28,2022-09-24 06:00:00.000000,5,Transaction 16768
3033008,200860,200109,4,2034.07,2020-01-24 12:00:00.000000,28,Transaction 33008
3021590,200186,201210,2,3533.24,,22,Transaction 21590
3047804,200831,201514,2,3887.97,2021-12-14 03:00:00.000000,37,Transaction 47804
3009831,200290,201313,1,2547.53,2022-01-17 12:00:00.000000,36,Transaction 9831
3015634,200523,200577,3,886.65,2022-11-04 00:00:00.000000,47,Transaction 15634
3024155,200085,200424,2,2598.79,2021-04-23 13:00:00.000000,50,Transaction 24155
3017171,200697,200409,2,4635.23,2022-06-23 17:00:00.000000,35,Transaction 17171
3041959,200866,200041,1,2909.87,2022-05-15 09:00:00.000000,14,Transaction 41959
3042763,201158,200249,1,3167.15,2023-12-11 11:00:00.000000,5,Transaction 42763
3016300,200773,200704,2,789.71,2020-02-19 19:00:00.000000,8,Transaction 16300
3022593,201439,201605,2,331.29,2021-03-18 00:00:00.000000,2,Transaction 22593
3033660,200028,200135,2,1454.75,2023-07-03 01:00:00.000000,1,Transaction 33660
3030019,200409,200666,2,3972.3,2022-02-18 03:00:00.000000,35,Transaction 30019
3047427,200913,200310,2,4786.21,2020-06-03 00:00:00.000000,23,Transaction 47427
3018786,200673,201025,3,4188.93,2024-01-01 06:00:00.000000,10,Transaction 18786
3013755,201538,200001,2,486.98,2022-10-07 11:00:00.000000,5,Transaction 13755
3047484,200450,201461,3,3824.95,2022-03-31 15:00:00.000000,50,Transaction 47484
3009036,201623,200729,4,4897.02,2021-09-16 14:00:00.000000,48,Transaction 9036
3046147,200716,200663,1,3152.06,2023-10-19 12:00:00.000000,31,Transaction 46147
3013635,201520,200638,1,913.51,2021-10-26 06:00:00.000000,7,Transaction 13635
3041359,201368,200986,1,1350.63,2020-09-14 13:00:00.000000,4,Transaction 41359
3038311,200787,201528,1,305.47,2022-03-15 15:00:00.000000,10,Transaction 38311
3037664,201540,200557,4,2864.73,2024-01-21 02:00:00.000000,4,Transaction 37664
3007480,201001,200228,1,91.74,2022-02-25 18:00:00.000000,37,Transaction 7480
3013246,200434,200164,1,4832.69,2020-03-12 22:00:00.000000,11,Transaction 13246
3040101,200362,200225,1,3296.67,2023-09-13 08:00:00.000000,39,Transaction 40101
3020328,200983,201071,1,625.01,2021-09-25 22:00:00.000000,49,Transaction 20328
3048816,201496,200847,3,1662.92,2020-11-05 09:00:00.000000,20,Transaction 48816
3007743,201206,201543,4,4891.09,2023-01-25 22:00:00.000000,33,Transaction 7743
3008996,201120,200604,2,1662.6,2022-07-13 10:00:00.000000,23,Transaction 8996
3028373,200419,201341,1,4436.42,2022-04-24 14:00:00.000000,29,Transaction 28373
3019737,201056,200941,2,114.91,2020-05-06 06:00:00.000000,17,Transaction 19737
3018513,201246,201000,1,464.2,2023-12-28 11:00:00.000000,25,Transaction 18513
3022450,200400,200896,1,4172.58,2020-09-04 09:00:00.000000,44,Transaction 22450
3011312,201163,200225,1,1818.36,2021-10-05 06:00:00.000000,7,Transaction 11312
3049404,200473,201617,1,2487.41,2020-07-21 09:00:00.000000,13,Transaction 49404
3044738,200479,200091,3,8.81,2020-04-30 08:00:00.000000,6,Transaction 44738
3012767,200756,200792,1,967.08,2020-07-23 23:00:00.000000,17,Transaction 12767
3000829,200910,201020,1,547.76,2020-06-24 16:00:00.000000,2,Transaction 829
3021694,200763,200604,1,1455.18,2023-09-12 03:00:00.000000,50,Transaction 21694
3045328,200447,200194,3,124.93,2024-01-11 22:00:00.000000,39,Transaction 45328
3027051,201468,200718,2,3161.43,2021-10-06 19:00:00.000000,43,Transaction 27051
3026366,201628,201273,1,3162.02,2021-12-03 18:00:00.000000,35,Transaction 26366
3044934,201032,200202,1,237.43,2020-09-19 09:00:00.000000,47,Transaction 44934
3022159,200118,201380,1,1592.39,2021-12-02 20:00:00.000000,48,Transaction 22159
3048305,200514,200400,3,4080.96,2023-11-13 08:00:00.000000,49,Transaction 48305
3000413,200582,200398,1,3120.15,2023-10-02 08:00:00.000000,4,Transaction 413
3028650,200786,200549,4,581.56,2022-10-10 11:00:00.000000,22,Transaction 28650
3049219,201494,200020,1,401.46,2022-03-09 23:00:00.000000,15,Transaction 49219
3046582,201490,200897,2,4712.91,2021-09-09 02:00:00.000000,29,Transaction 46582
3017363,201388,201314,1,2359.49,2021-08-17 20:00:00.000000,8,Transaction 17363
3013948,201236,200639,1,1845.9,2021-06-07 21:00:00.000000,18,Transaction 13948
3033818,200427,200527,3,3524.37,2022-09-30 08:00:00.000000,15,Transaction 33818
3038187,200518,201281,3,215.6,2021-01-18 21:00:00.000000,11,Transaction 38187
3002803,200177,200493,3,4359.59,2021-05-24 03:00:00.000000,12,Transaction 2803
3034095,201283,200131,3,3878.14,,48,Transaction 34095
3011619,200072,201314,1,2175.62,2023-01-03 09:00:00.000000,43,Transaction 11619
3005895,201551,201452,1,769.07,2022-05-08 06:00:00.000000,25,Transaction 5895
3019944,200663,200274,1,1590.97,2021-04-02 19:00:00.000000,15,Transaction 19944
3026262,200697,200865,3,325.96,2020-11-25 21:00:00.000000,19,Transaction 26262
3012213,200530,201616,3,1489.96,2020-11-14 19:00:00.000000,27,Transaction 12213
3035061,200347,201234,1,261.57,2022-07-11 00:00:00.000000,12,Transaction 35061
3026126,200642,200601,2,4070.63,2023-01-23 02:00:00.000000,45,Transaction 26126
3028012,200615,201400,2,10.82,2021-09-14 17:00:00.000000,16,Transaction 28012
3035951,201334,200459,1,2481.34,2021-11-18 15:00:00.000000,19,Transaction 35951
3023501,200774,200411,2,4923.11,2022-07-21 00:00:00.000000,36,Transaction 23501
3017059,201363,200612,3,3204.65,2020-03-22 05:00:00.000000,28,Transaction 17059
3020029,201605,201350,3,4324.27,2020-07-08 09:00:00.000000,7,Transaction 20029
3021205,200221,200437,2,3208.85,2020-09-19 15:00:00.000000,15,Transaction 21205
3025676,201412,200415,2,223.61,2022-07-09 13:00:00.000000,20,Transaction 25676
3007596,201563,201418,3,956.92,2021-06-13 22:00:00.000000,9,Transaction 7596
3014522,201040,200079,2,2904.56,2023-02-14 00:00:00.000000,14,Transaction 14522
3033830,200705,200990,2,3098.77,2022-06-05 14:00:00.000000,23,Transaction 33830
3048246,201266,201038,3,2633.38,2020-02-28 07:00:00.000000,13,Transaction 48246
3016456,200159,200734,1,3602.01,2022-06-02 05:00:00.000000,23,Transaction 16456
3001570,200810,200877,1,4763.62,2021-08-16 07:00:00.000000,45,Transaction 1570
3040756,201515,201547,3,792.41,2024-02-03 12:00:00.000000,18,Transaction 40756
3004289,200962,201168,3,4196.0,2022-08-11 22:00:00.000000,35,Transaction 4289
3011672,200949,200749,1,4606.37,2023-02-07 09:00:00.000000,24,Transaction 11672
3038884,200505,200719,3,2849.44,2022-01-09 17:00:00.000000,32,Transaction 38884
3019613,201323,201613,3,3281.31,2020-06-18 21:00:00.000000,26,Transaction 19613
3001264,200798,200018,3,1188.84,2020-08-14 01:00:00.000000,8,Transaction 1264
3005582,200057,200399,3,568.32,2021-11-27 10:00:00.000000,9,Transaction 5582
3029244,201627,200604,1,1315.97,2021-11-03 00:00:00.000000,46,Transaction 29244
3018340,201572,200834,3,4672.36,2020-12-06 02:00:00.000000,28,Transaction 18340
3018208,200205,200752,4,444.41,,12,Transaction 18208
3034478,201035,201640,1,1914.07,2020-03-27 00:00:00.000000,16,Transaction 34478
3049099,200412,200870,3,4916.28,2023-03-26 12:00:00.000000,29,Transaction 49099
3009866,201177,200208,3,1462.45,2020-12-10 03:00:00.000000,23,Transaction 9866
3003140,201421,200314,3,3831.15,2021-11-10 15:00:00.000000,40,Transaction 3140
3026204,200653,200730,3,4704.93,2021-12-23 17:00:00.000000,30,Transaction 26204
3014688,201051,201109,2,3902.31,2023-07-21 09:00:00.000000,48,Transaction 1688
3043421,201529,201477,1,4093.52,2022-09-18 21:00:00.000000,50,Transaction 43421
3043681,200533,200228,3,4283.93,2022-02-28 13:00:00.000000,6,Transaction 43681
3034370,201618,200771,3,2370.0,2021-07-21 12:00:00.000000,23,Transaction 34370
3032170,201195,201102,3,4963.86,2023-03-17 02:00:00.000000,14,Transaction 32170
3019085,201350,200003,1,892.11,2022-08-28 17:00:00.000000,27,Transaction 19085
3001667,200057,201185,1,1509.29,2023-08-16 02:00:00.000000,31,Transaction 1667
3027313,201407,200593,2,1424.41,2021-10-22 11:00:00.000000,19,Transaction 27313
3021265,200804,201322,2,4168.74,2020-08-30 06:00:00.000000,24,Transaction 21265
3007284,201150,201430,3,4472.0,2020-10-15 18:00:00.000000,27,Transaction 7284
3047610,201396,200394,2,1948.52,2020-02-03 09:00:00.000000,35,Transaction 47610
3019515,201186,200660,3,2609.48,2020-04-24 20:00:00.000000,25,Transaction 19515
3020410,200678,200497,3,2030.28,2020-05-31 20:00:00.000000,45,Transaction 20410
3017571,201415,200341,3,3667.58,2020-10-31 22:00:00.000000,35,Transaction 17571
3028662,200696,200436,2,3089.4,2021-04-17 09:00:00.000000,9,Transaction 28662
3048765,200724,200102,4,4565.06,2020-11-05 09:00:00.000000,1,Transaction 48765
3026425,200186,200445,2,1265.92,2022-05-09 07:00:00.000000,7,Transaction 26425
3020584,201444,201027,3,2575.4,2021-01-12 19:00:00.000000,38,Transaction 20584
3040902,200630,201575,4,4277.27,2022-02-03 10:00:00.000000,1,Transaction 40902
3003103,200261,200810,3,122.07,2024-01-17 19:00:00.000000,29,Transaction 3103
3022439,200899,200415,3,4989.99,2023-09-11 19:00:00.000000,38,Transaction 22439
3033951,201576,200747,2,4105.86,2022-11-06 10:00:00.000000,43,Transaction 33951
3038371,200287,200480,3,962.86,2022-06-08 17:00:00.000000,16,Transaction 38371
3009079,200634,201618,2,4729.55,,16,Transaction 9079
3043212,200488,201422,2,4304.81,2023-02-17 16:00:00.000000,43,Transaction 43212
3048488,201617,201462,4,2068.1,2023-09-29 20:00:00.000000,31,Transaction 48488
3038327,200038,200800,2,3981.68,2021-03-30 16:00:00.000000,23,Transaction 38327
3003877,200648,201315,1,2047.96,2023-08-14 07:00:00.000000,31,Transaction 3877
3009276,201551,201082,1,1468.72,2020-09-11 22:00:00.000000,1,Transaction 9276
3026883,200721,200249,1,1208.23,2020-06-12 04:00:00.000000,21,Transaction 26883
3039159,200384,200899,1,908.84,2021-12-18 02:00:00.000000,2,Transaction 39159
3043547,200093,201147,2,2119.26,2023-01-31 18:00:00.000000,33,Transaction 43547
3024644,201295,201583,2,3227.34,2021-05-15 05:00:00.000000,1,Transaction 24644
3015595,201336,201359,2,2882.77,2020-02-16 14:00:00.000000,49,Transaction 15595
3013418,200672,201241,2,903.93,2020-12-13 22:00:00.000000,28,Transaction 13418
3034652,200602,201066,3,2350.9,2023-10-11 21:00:00.000000,30,Transaction 34652
3004904,200878,201219,3,640.53,2023-04-26 08:00:00.000000,32,Transaction 4904
3044441,200546,201226,1,2280.65,2023-09-24 19:00:00.000000,16,Transaction 44441
3025130,201511,201241,4,1581.24,2021-05-17 02:00:00.000000,2,Transaction 25130
3023229,200095,201443,3,1865.38,2023-02-22 21:00:00.000000,23,Transaction 23229
3014996,200582,200567,1,783.71,2020-09-14 08:00:00.000000,40,Transaction 14996
